Company,Date,ClosingPrice,Change,ChangeRate,OpeningPrice,HighPrice,LowPrice,Volume,Value,MarketCap,ShareOuts
1545,2024/10/14,9590,-50,-0.52,9720,9720,9470,72168,688663640,227066668780,23677442
1545,2024/10/11,9640,-50,-0.52,9750,9780,9600,91158,880419700,228250540880,23677442
1545,2024/10/10,9690,-140,-1.42,9850,9910,9690,67353,655542770,229434412980,23677442
1545,2024/10/08,9830,-140,-1.4,9950,10010,9830,65731,648409520,232749254860,23677442
1545,2024/10/07,9970,60,0.61,9910,9990,9760,49268,487573190,236064096740,23677442
1545,2024/10/04,9910,-80,-0.8,10000,10050,9820,89205,883574890,234643450220,23677442
1545,2024/10/02,9990,-60,-0.6,9940,10090,9810,66923,665373780,236537645580,23677442
1545,2024/09/30,10050,-290,-2.8,10410,10410,10000,68421,692872300,237958292100,23677442
1545,2024/09/27,10340,-80,-0.77,10420,10450,10270,52178,539317300,244824750280,23677442
1545,2024/09/26,10420,160,1.56,10290,10440,10220,86985,898852000,246718945640,23677442
1545,2024/09/25,10260,-40,-0.39,10380,10390,10230,48525,499523570,242930554920,23677442
1545,2024/09/24,10300,-10,-0.1,10340,10400,10140,43082,440842800,243877652600,23677442
1545,2024/09/23,10310,160,1.58,10170,10320,10110,36262,370560000,244114427020,23677442
1545,2024/09/20,10150,-250,-2.4,10490,10620,10150,55365,573016900,240326036300,23677442
1545,2024/09/19,10400,100,0.97,10390,10400,10230,41301,426534020,246245396800,23677442
1545,2024/09/13,10300,-130,-1.25,10340,10510,10200,43633,450073520,243877652600,23677442
1545,2024/09/12,10430,490,4.93,10000,10540,10000,108955,1133981720,246955720060,23677442
1545,2024/09/11,9940,-190,-1.88,10170,10190,9940,56749,569791580,235353773480,23677442
1545,2024/09/10,10130,-140,-1.36,10160,10270,9960,66031,665043070,239852487460,23677442
1545,2024/09/09,10270,370,3.74,9750,10290,9520,140232,1398157400,243167329340,23677442
1545,2024/09/06,9900,-70,-0.7,9940,10070,9800,106625,1053999270,234406675800,23677442
1545,2024/09/05,9970,-60,-0.6,10090,10240,9940,103692,1041491570,236064096740,23677442
1545,2024/09/04,10030,-630,-5.91,10450,10450,10030,166945,1700242620,237484743260,23677442
1545,2024/09/03,10660,-170,-1.57,10890,10890,10650,63624,683750270,252401531720,23677442
1545,2024/09/02,10830,-80,-0.73,10910,10910,10690,70636,760928560,256426696860,23677442
1545,2024/08/30,10910,150,1.39,10840,10990,10750,57925,628038270,258320892220,23677442
1545,2024/08/29,10760,-80,-0.74,10740,10860,10620,75388,807981470,254769275920,23677442
1545,2024/08/28,10840,0,0.0,10780,10940,10650,113461,1220516180,256663471280,23677442
1545,2024/08/27,10840,0,0.0,10740,10850,10490,69845,745430120,256663471280,23677442
1545,2024/08/26,10840,-270,-2.43,11030,11260,10670,105847,1149196170,256663471280,23677442
1545,2024/08/23,11110,-170,-1.51,11240,11340,11000,65781,731379650,263056380620,23677442
1545,2024/08/22,11280,-210,-1.83,11610,11610,11180,72939,823434760,267081545760,23677442
1545,2024/08/21,11490,-70,-0.61,11430,11560,11350,41308,473094860,272053808580,23677442
1545,2024/08/20,11560,320,2.85,11250,11610,11240,74547,853298310,273711229520,23677442
1545,2024/08/19,11240,-100,-0.88,11340,11500,11180,43209,489000080,266134448080,23677442
1545,2024/08/16,11340,-110,-0.96,11600,11650,11230,71571,813532630,268502192280,23677442
1545,2024/08/14,11450,200,1.78,11360,11530,11140,79150,903344480,271106710900,23677442
1545,2024/08/13,11250,-50,-0.44,11110,11340,11110,54144,607684910,266371222500,23677442
1545,2024/08/12,11300,650,6.1,10720,11310,10720,139499,1552573470,267555094600,23677442
1545,2024/08/09,10650,50,0.47,10690,10850,10620,64629,693517090,252164757300,23677442
1545,2024/08/08,10600,-50,-0.47,10350,10650,10330,65564,688975920,250980885200,23677442
1545,2024/08/07,10650,390,3.8,10200,10750,10180,102202,1077907800,252164757300,23677442
1545,2024/08/06,10260,600,6.21,9660,10480,9660,262762,2669706820,242930554920,23677442
1545,2024/08/05,9660,-1630,-14.44,10830,10950,9500,446414,4562751910,228724089720,23677442
1545,2024/08/02,11290,-630,-5.29,11890,11890,11210,168938,1925986140,267318320180,23677442
1545,2024/08/01,11920,80,0.68,11950,12060,11900,39446,472001770,282235108640,23677442
1545,2024/07/31,11840,160,1.37,11680,11840,11460,111138,1290684590,280340913280,23677442
1545,2024/07/30,11680,-340,-2.83,11960,12000,11580,112214,1313789640,276552522560,23677442
1545,2024/07/29,12020,210,1.78,11830,12030,11820,48859,581735250,284602852840,23677442
1545,2024/07/26,11810,-40,-0.34,11810,11930,11770,105928,1251425330,279630590020,23677442
1545,2024/07/25,11850,-190,-1.58,11830,11970,11750,107536,1273624010,280577687700,23677442
1545,2024/07/24,12040,150,1.26,11890,12200,11850,100881,1214542340,285076401680,23677442
1545,2024/07/23,11890,-520,-4.19,12410,12490,11830,286044,3434890500,281524785380,23677442
1545,2024/07/22,12410,-460,-3.57,12690,12830,12300,150592,1875049330,293837055220,23677442
1545,2024/07/19,12870,340,2.71,12530,12870,12500,99965,1273207820,304728678540,23677442
1545,2024/07/18,12530,-330,-2.57,12650,12850,12500,211741,2660686290,296678348260,23677442
1545,2024/07/17,12860,-260,-1.98,13190,13190,12840,174512,2259133390,304491904120,23677442
1545,2024/07/16,13120,-230,-1.72,13300,13300,13090,94940,1247025730,310648039040,23677442
1545,2024/07/15,13350,180,1.37,13270,13510,13180,139987,1861785560,316093850700,23677442
1545,2024/07/12,13170,-220,-1.64,13380,13380,13070,88173,1162217650,311831911140,23677442
1545,2024/07/11,13390,-30,-0.22,13450,13640,13270,87475,1174573810,317040948380,23677442
1545,2024/07/10,13420,210,1.59,13220,13650,13220,162902,2190078900,317751271640,23677442
1545,2024/07/09,13210,230,1.77,13010,13230,12990,97937,1285282800,312779008820,23677442
1545,2024/07/08,12980,-40,-0.31,12970,13010,12840,86222,1112894810,307333197160,23677442
1545,2024/07/05,13020,30,0.23,12990,13090,12800,134613,1739384590,308280294840,23677442
1545,2024/07/04,12990,-200,-1.52,13190,13370,12870,170440,2228711190,307569971580,23677442
1545,2024/07/03,13190,-310,-2.3,13500,13580,13130,88130,1170031980,312305459980,23677442
1545,2024/07/02,13500,-280,-2.03,13780,13820,13470,102533,1390435840,319645467000,23677442
1545,2024/07/01,13780,-20,-0.14,13800,13830,13680,55846,767902700,326275150760,23677442
1545,2024/06/28,13800,210,1.55,13590,13830,13510,96918,1327924690,326748699600,23677442
1545,2024/06/27,13590,20,0.15,13610,13620,13410,70344,950194630,321776436780,23677442
1545,2024/06/26,13570,280,2.11,13360,13630,13280,100099,1349827620,321302887940,23677442
1545,2024/06/25,13290,90,0.68,13090,13290,13020,77226,1016781190,314673204180,23677442
1545,2024/06/24,13200,-200,-1.49,13400,13520,13190,98747,1312633620,312542234400,23677442
1545,2024/06/21,13400,-220,-1.62,13580,13580,13290,157779,2112383680,317277722800,23677442
1545,2024/06/20,13620,30,0.22,13590,13730,13540,119790,1630588350,322486760040,23677442
1545,2024/06/19,13590,-90,-0.66,13780,13870,13520,164440,2241736490,321776436780,23677442
1545,2024/06/18,13680,-170,-1.23,13910,13970,13650,123573,1700540160,323907406560,23677442
1545,2024/06/17,13850,-240,-1.7,14010,14180,13850,109408,1523128860,327932571700,23677442
1545,2024/06/14,14090,100,0.71,13990,14210,13820,150868,2121095200,333615157780,23677442
1545,2024/06/13,13990,-170,-1.2,14250,14280,13990,138190,1947361500,331247413580,23677442
1545,2024/06/12,14160,100,0.71,14250,14340,14060,102560,1455504370,335272578720,23677442
1545,2024/06/11,14060,-280,-1.95,14300,14400,14010,178423,2525988040,332904834520,23677442
1545,2024/06/10,14340,-90,-0.62,14400,14560,14310,57781,828786110,339534518280,23677442
1545,2024/06/07,14430,-60,-0.41,14650,14650,14410,82662,1198235910,341665488060,23677442
1545,2024/06/05,14490,-70,-0.48,14500,14560,14390,71988,1039830120,343086134580,23677442
1545,2024/06/04,14560,-210,-1.42,14900,14900,14350,122271,1780625080,344743555520,23677442
1545,2024/06/03,14770,-10,-0.07,14780,14920,14640,64725,954501420,349715818340,23677442
1545,2024/05/31,14780,10,0.07,14730,14800,14530,164235,2408986230,349952592760,23677442
1545,2024/05/30,14770,-50,-0.34,14830,14870,14500,108489,1594674990,349715818340,23677442
1545,2024/05/29,14820,-130,-0.87,14970,15060,14770,86785,1290197920,350899690440,23677442
1545,2024/05/28,14950,-290,-1.9,15080,15230,14920,133176,1996400900,353977757900,23677442
1545,2024/05/27,15240,-210,-1.36,15420,15550,14900,204670,3087460210,360844216080,23677442
1545,2024/05/24,15450,-240,-1.53,15530,15680,15420,95052,1472350800,365816478900,23677442
1545,2024/05/23,15690,20,0.13,15560,15800,15420,107945,1690165780,371499064980,23677442
1545,2024/05/22,15670,-10,-0.06,15710,15780,15500,105803,1653608050,371025516140,23677442
1545,2024/05/21,15680,130,0.84,15600,15880,15570,148382,2334394590,371262290560,23677442
1545,2024/05/20,15550,50,0.32,15510,15890,15280,202279,3140662570,368184223100,23677442
1545,2024/05/17,15500,-490,-3.06,16010,16010,15500,219831,3469404920,367000351000,23677442
1545,2024/05/16,15990,170,1.07,16010,16120,15730,234720,3735182680,378602297580,23677442
1545,2024/05/14,15820,150,0.96,15790,15970,15540,284411,4494556610,374577132440,23677442
1545,2024/05/13,15670,560,3.71,15320,15770,15320,329096,5138146280,371025516140,23677442
1545,2024/05/10,15110,-190,-1.24,15300,15430,15050,136190,2060625130,357766148620,23677442
1545,2024/05/09,15300,-290,-1.86,15560,15650,15290,106959,1651171410,362264862600,23677442
1545,2024/05/08,15590,40,0.26,15570,15700,15480,124221,1937546190,369131320780,23677442
1545,2024/05/07,15550,230,1.5,15360,15620,15330,147339,2281051170,368184223100,23677442
1545,2024/05/03,15320,50,0.33,15500,15530,15240,169950,2615055180,362738411440,23677442
1545,2024/05/02,15270,-190,-1.23,15460,15550,15230,165969,2545491480,361554539340,23677442
1545,2024/04/30,15460,820,5.6,14560,15860,14490,594150,9157554290,366053253320,23677442
1545,2024/04/29,14640,70,0.48,14580,14770,14460,161581,2367945160,346637750880,23677442
1545,2024/04/26,14570,-10,-0.07,14660,14700,14420,183526,2666334490,344980329940,23677442
1545,2024/04/25,14580,10,0.07,14300,14850,14300,317853,4630749660,345217104360,23677442
1545,2024/04/24,14570,460,3.26,14180,14590,14180,229029,3307016930,344980329940,23677442
1545,2024/04/23,14110,410,2.99,13780,14120,13760,178058,2484880160,334088706620,23677442
1545,2024/04/22,13700,-490,-3.45,14120,14290,13500,320023,4402874480,324380955400,23677442
1545,2024/04/19,14190,-60,-0.42,14250,14280,13920,142020,2002997560,335982901980,23677442
1545,2024/04/18,14250,150,1.06,14100,14340,14060,95811,1360815750,337403548500,23677442
1545,2024/04/17,14100,340,2.47,13900,14230,13850,103875,1458723340,333851932200,23677442
1545,2024/04/16,13760,-440,-3.1,14080,14080,13640,163178,2248533660,325801601920,23677442
1545,2024/04/15,14200,-230,-1.59,14130,14440,14000,185047,2614471070,336219676400,23677442
1545,2024/04/12,14430,0,0.0,14500,14710,14390,106449,1545374500,341665488060,23677442
1545,2024/04/11,14430,-100,-0.69,14320,14530,14140,117368,1685075940,341665488060,23677442
1545,2024/04/09,14530,-370,-2.48,14900,14970,14240,313389,4527056190,344033232260,23677442
1545,2024/04/08,14900,-510,-3.31,15410,15440,14820,262663,3929429510,352793885800,23677442
1545,2024/04/05,15410,-430,-2.71,15720,16150,15250,265210,4158964700,364869381220,23677442
1545,2024/04/04,15840,280,1.8,15710,16070,15640,205815,3261884230,375050681280,23677442
1545,2024/04/03,15560,-100,-0.64,15450,15760,15350,180271,2808138370,368420997520,23677442
1545,2024/04/02,15660,-230,-1.45,15920,16150,15540,331672,5271158640,370788741720,23677442
1545,2024/04/01,15890,540,3.52,15370,16060,15230,302262,4766221310,376234553380,23677442
1545,2024/03/29,15350,-800,-4.95,16180,16230,15290,521365,8165689170,363448734700,23677442
1545,2024/03/28,16150,890,5.83,15590,16400,15430,992833,15853125170,382390688300,23677442
1545,2024/03/27,15260,10,0.07,15300,15440,15110,155372,2377671340,361317764920,23677442
1545,2024/03/26,15250,200,1.33,15050,15430,14950,331944,5071641070,361080990500,23677442
1545,2024/03/25,15050,-140,-0.92,15210,15260,15000,153924,2333370850,356345502100,23677442
1545,2024/03/22,15190,390,2.64,14800,15360,14670,263449,3976105210,359660343980,23677442
1545,2024/03/21,14800,60,0.41,14780,15000,14780,117560,1753265860,350426141600,23677442
1545,2024/03/20,14740,-350,-2.32,15040,15110,14650,190113,2827441540,349005495080,23677442
1545,2024/03/19,15090,190,1.28,14760,15260,14700,209650,3153981390,357292599780,23677442
1545,2024/03/18,14900,400,2.76,14500,15050,14500,236384,3518904890,352793885800,23677442
1545,2024/03/15,14500,-120,-0.82,14490,14770,14340,218976,3181297680,343322909000,23677442
1545,2024/03/14,14620,-410,-2.73,14980,15060,14490,425733,6230907040,346164202040,23677442
1545,2024/03/13,15030,-690,-4.39,15650,16000,14900,637723,9717104580,355871953260,23677442
1545,2024/03/12,15720,120,0.77,15520,15950,15360,495309,7804050010,372209388240,23677442
1545,2024/03/11,15600,650,4.35,15300,15790,14770,908791,13988586750,369368095200,23677442
1545,2024/03/08,14950,750,5.28,14240,15300,14200,979314,14654647890,353977757900,23677442
1545,2024/03/07,14200,-180,-1.25,14770,15250,14200,1017089,15053304580,336219676400,23677442
1545,2024/03/06,14380,890,6.6,13360,14380,13320,815173,11542164850,340481615960,23677442
1545,2024/03/05,13490,240,1.81,13250,13520,13220,103989,1390578900,319408692580,23677442
1545,2024/03/04,13250,130,0.99,13120,13380,13120,75793,1004599980,313726106500,23677442
1545,2024/02/29,13120,-50,-0.38,13110,13260,13010,80199,1053065820,310648039040,23677442
1545,2024/02/28,13170,170,1.31,12970,13270,12900,75174,989462200,311831911140,23677442
1545,2024/02/27,13000,-230,-1.74,13230,13290,12980,111861,1462455440,307806746000,23677442
1545,2024/02/26,13230,-240,-1.78,13430,13510,13220,90247,1200517710,313252557660,23677442
1545,2024/02/23,13470,-70,-0.52,13550,14000,13370,125090,1681377910,318935143740,23677442
1545,2024/02/22,13540,0,0.0,13540,13690,13510,87855,1190435950,320592564680,23677442
1545,2024/02/21,13540,-170,-1.24,13650,13790,13540,105974,1445463090,320592564680,23677442
1545,2024/02/20,13710,-120,-0.87,13830,13910,13690,114367,1572599940,324617729820,23677442
1545,2024/02/19,13830,-290,-2.05,14030,14100,13820,148944,2072755120,327459022860,23677442
1545,2024/02/16,14120,130,0.93,14120,14240,13920,340156,4793567950,334325481040,23677442
1545,2024/02/15,13990,620,4.64,13530,14130,13500,528239,7340959200,331247413580,23677442
1545,2024/02/14,13370,-60,-0.45,13280,13410,13170,157114,2087761210,316567399540,23677442
1545,2024/02/13,13430,-10,-0.07,13530,13530,13350,228468,3063740910,317988046060,23677442
1545,2024/02/08,13440,310,2.36,13420,13770,13310,320928,4340243850,318224820480,23677442
1545,2024/02/07,13130,10,0.08,13160,13210,13010,66957,878117570,310884813460,23677442
1545,2024/02/06,13120,220,1.71,12900,13120,12840,143832,1864629590,310648039040,23677442
1545,2024/02/05,12900,-220,-1.68,13110,13200,12860,128149,1661348430,305439001800,23677442
1545,2024/02/02,13120,320,2.5,12920,13160,12870,149058,1948328490,310648039040,23677442
1545,2024/02/01,12800,-30,-0.23,12800,13040,12640,229609,2935922900,303071257600,23677442
1545,2024/01/31,12830,-330,-2.51,13090,13170,12800,179330,2318575680,303781580860,23677442
1545,2024/01/30,13160,-330,-2.45,13580,13620,13080,199860,2642086860,311595136720,23677442
1545,2024/01/29,13490,-290,-2.1,13780,13980,13480,205565,2796514120,319408692580,23677442
1545,2024/01/26,13780,190,1.4,13590,13990,13520,158800,2185436390,326275150760,23677442
1545,2024/01/25,13590,-770,-5.36,14300,14400,13530,367347,5053119370,321776436780,23677442
1545,2024/01/24,14360,560,4.06,13920,14420,13860,388893,5511130970,340008067120,23677442
1545,2024/01/23,13800,-180,-1.29,13970,14010,13670,171159,2361048340,326748699600,23677442
1545,2024/01/22,13980,310,2.27,13800,14080,13650,247064,3418072860,331010639160,23677442
1545,2024/01/19,13670,800,6.22,13020,13950,13020,560621,7608744860,323670632140,23677442
1545,2024/01/18,12870,-330,-2.5,13110,13260,12700,320534,4154983600,304728678540,23677442
1545,2024/01/17,13200,-420,-3.08,13620,13690,13110,167322,2223984630,312542234400,23677442
1545,2024/01/16,13620,-250,-1.8,13920,13950,13580,135583,1855600050,322486760040,23677442
1545,2024/01/15,13870,-50,-0.36,13930,14060,13790,107692,1495172400,328406120540,23677442
1545,2024/01/12,13920,-200,-1.42,14120,14210,13860,166464,2322373990,329589992640,23677442
1545,2024/01/11,14120,0,0.0,14200,14230,14110,59397,840443330,334325481040,23677442
1545,2024/01/10,14120,-80,-0.56,14180,14250,14100,84423,1193131830,334325481040,23677442
1545,2024/01/09,14200,0,0.0,14240,14410,14170,126415,1807323620,336219676400,23677442
1545,2024/01/08,14200,140,1.0,14080,14260,14080,76826,1089268760,336219676400,23677442
1545,2024/01/05,14060,-100,-0.71,14160,14230,14060,98418,1389146220,332904834520,23677442
1545,2024/01/04,14160,10,0.07,14150,14260,14020,103473,1463576280,335272578720,23677442
1545,2024/01/03,14150,-440,-3.02,14420,14510,14110,250602,3556212470,335035804300,23677442
1545,2024/01/02,14590,-100,-0.68,14530,14660,14460,125863,1832465530,345453878780,23677442
1545,2023/12/28,14690,30,0.2,14600,14690,14470,126284,1836796240,347821622980,23677442
1545,2023/12/27,14660,-130,-0.88,14800,14830,14500,152768,2233758320,347111299720,23677442
1545,2023/12/26,14790,320,2.21,14550,14850,14450,301089,4434370660,350189367180,23677442
1545,2023/12/22,14470,100,0.7,14440,14620,14330,147281,2136717690,342612585740,23677442
1545,2023/12/21,14370,-120,-0.83,14400,14490,14250,158756,2278180120,340244841540,23677442
1545,2023/12/20,14490,40,0.28,14500,14510,14370,152987,2205595210,343086134580,23677442
1545,2023/12/19,14450,0,0.0,14470,14470,14300,93152,1338093500,342139036900,23677442
1545,2023/12/18,14450,180,1.26,14400,14570,14330,137535,1986526870,342139036900,23677442
1545,2023/12/15,14270,-190,-1.31,14460,14510,14180,191516,2745249030,337877097340,23677442
1545,2023/12/14,14460,10,0.07,14600,14780,14300,206789,2998328530,342375811320,23677442
1545,2023/12/13,14450,150,1.05,14350,14530,14210,164292,2369259310,342139036900,23677442
1545,2023/12/12,14300,200,1.42,14140,14350,14130,135092,1926794150,338587420600,23677442
1545,2023/12/11,14100,50,0.36,14090,14110,13990,95885,1345394500,333851932200,23677442
1545,2023/12/08,14050,70,0.5,14010,14150,13900,154051,2153636770,332668060100,23677442
1545,2023/12/07,13980,-170,-1.2,14110,14140,13920,84137,1175334060,331010639160,23677442
1545,2023/12/06,14150,240,1.73,14320,14550,14100,292737,4190573060,335035804300,23677442
1545,2023/12/05,13910,-200,-1.42,14100,14200,13880,127515,1776182620,329353218220,23677442
1545,2023/12/04,14110,0,0.0,14170,14200,13900,159530,2234430790,334088706620,23677442
1545,2023/12/01,14110,-50,-0.35,14160,14330,14050,143715,2027530290,334088706620,23677442
1545,2023/11/30,14160,-200,-1.39,14370,14410,14120,154810,2201065190,335272578720,23677442
1545,2023/11/29,14360,140,0.98,14410,14430,14210,137327,1967114940,340008067120,23677442
1545,2023/11/28,14220,-30,-0.21,14340,14440,14210,147512,2107236990,336693225240,23677442
1545,2023/11/27,14250,-120,-0.84,14380,14390,14180,127736,1818113250,337403548500,23677442
1545,2023/11/24,14370,-560,-3.75,14820,14900,14300,365870,5305072980,340244841540,23677442
1545,2023/11/23,14930,-440,-2.86,15150,15300,14930,282785,4260481880,353504209060,23677442
1545,2023/11/22,15370,-130,-0.84,15380,15450,15250,137658,2109230700,363922283540,23677442
1545,2023/11/21,15500,-50,-0.32,15550,15690,15380,184103,2859609760,367000351000,23677442
1545,2023/11/20,15550,40,0.26,15590,15730,15470,168069,2615925860,368184223100,23677442
1545,2023/11/17,15510,210,1.37,15330,15580,15250,212409,3287009100,367237125420,23677442
1545,2023/11/16,15300,60,0.39,15300,15490,15170,226031,3461450950,362264862600,23677442
1545,2023/11/15,15240,-880,-5.46,16290,16290,15210,688966,10703631220,360844216080,23677442
1545,2023/11/14,16120,410,2.61,15770,16150,15690,186371,2984575890,381680365040,23677442
1545,2023/11/13,15710,-190,-1.19,15900,16110,15610,202805,3212820130,371972613820,23677442
1545,2023/11/10,15900,490,3.18,15280,15920,15120,226028,3532480730,376471327800,23677442
1545,2023/11/09,15410,190,1.25,15420,15580,15250,215828,3337385060,364869381220,23677442
1545,2023/11/08,15220,-520,-3.3,15870,15870,15120,230471,3554669210,360370667240,23677442
1545,2023/11/07,15740,-30,-0.19,15990,15990,15530,197705,3101594210,372682937080,23677442
1545,2023/11/06,15770,760,5.06,15300,15770,15260,388605,6046207920,373393260340,23677442
1545,2023/11/03,15010,10,0.07,14990,15050,14450,219283,3238365640,355398404420,23677442
1545,2023/11/02,15000,690,4.82,14490,15120,14490,259951,3885520060,355161630000,23677442
1545,2023/11/01,14310,-100,-0.69,14450,14740,14280,122731,1775097640,338824195020,23677442
1545,2023/10/31,14410,-460,-3.09,14960,15230,14290,230451,3379145940,341191939220,23677442
1545,2023/10/30,14870,30,0.2,14710,15090,14710,86722,1293646250,352083562540,23677442
1545,2023/10/27,14840,100,0.68,14990,15210,14770,162306,2433571700,351373239280,23677442
1545,2023/10/26,14740,-370,-2.45,14800,15060,14720,151755,2249478670,349005495080,23677442
1545,2023/10/25,15110,-170,-1.11,15280,15400,15080,164932,2502592710,357766148620,23677442
1545,2023/10/24,15280,520,3.52,14810,15380,14780,203735,3082899410,361791313760,23677442
1545,2023/10/23,14760,50,0.34,14520,15040,14510,141042,2088534120,349479043920,23677442
1545,2023/10/20,14710,-150,-1.01,14580,15140,14580,167687,2488114060,348295171820,23677442
1545,2023/10/19,14860,-250,-1.65,14820,15110,14740,112999,1682162070,351846788120,23677442
1545,2023/10/18,15110,-250,-1.63,15380,15500,15060,170218,2596667880,357766148620,23677442
1545,2023/10/17,15360,590,3.99,15000,15630,14970,296970,4565302750,363685509120,23677442
1545,2023/10/16,14770,-110,-0.74,14750,15110,14590,126935,1877428790,349715818340,23677442
1545,2023/10/13,14880,-90,-0.6,14940,15070,14840,94279,1407098030,352320336960,23677442
1545,2023/10/12,14970,460,3.17,14750,15150,14690,169801,2535793950,354451306740,23677442
1545,2023/10/11,14510,410,2.91,14350,14700,14310,127939,1860477830,343559683420,23677442
1545,2023/10/10,14100,-40,-0.28,14160,14640,14070,174800,2503962710,333851932200,23677442
1545,2023/10/06,14140,130,0.93,13880,14290,13880,86784,1225574350,334799029880,23677442
1545,2023/10/05,14010,-410,-2.84,14600,14630,14010,157019,2241691270,331720962420,23677442
1545,2023/10/04,14420,-130,-0.89,14410,14880,14310,131401,1901043250,341428713640,23677442
1545,2023/09/27,14550,260,1.82,14150,14660,14000,130171,1866127180,344506781100,23677442
1545,2023/09/26,14290,-410,-2.79,14840,14840,14110,200099,2857159300,338350646180,23677442
1545,2023/09/25,14700,0,0.0,14800,14860,14560,88076,1296787970,348058397400,23677442
1545,2023/09/22,14700,50,0.34,14620,14750,14490,97931,1433093140,348058397400,23677442
1545,2023/09/21,14650,-620,-4.06,15160,15200,14600,215867,3194630410,346874525300,23677442
1545,2023/09/20,15270,190,1.26,15090,15460,15090,206776,3159362980,361554539340,23677442
1545,2023/09/19,15080,100,0.67,15100,15220,15010,105816,1596262780,357055825360,23677442
1545,2023/09/18,14980,-100,-0.66,15030,15170,14940,97692,1472933740,354688081160,23677442
1545,2023/09/15,15080,-200,-1.31,15280,15330,15080,124070,1882630990,357055825360,23677442
1545,2023/09/14,15280,490,3.31,14890,15380,14890,219275,3342011330,361791313760,23677442
1545,2023/09/13,14790,-120,-0.8,14910,15070,14710,160954,2388533770,350189367180,23677442
1545,2023/09/12,14910,-90,-0.6,15000,15270,14910,141170,2129370550,353030660220,23677442
1545,2023/09/11,15000,100,0.67,14930,15130,14840,167230,2501463670,355161630000,23677442
1545,2023/09/08,14900,-160,-1.06,15160,15230,14800,201393,3004106430,352793885800,23677442
1545,2023/09/07,15060,-90,-0.59,15130,15320,14950,156823,2367866790,356582276520,23677442
1545,2023/09/06,15150,-100,-0.66,15310,15450,15120,195140,2979925800,358713246300,23677442
1545,2023/09/05,15250,-80,-0.52,15380,15650,15190,180299,2767266950,361080990500,23677442
1545,2023/09/04,15330,-210,-1.35,15710,15730,15300,205834,3170739120,362975185860,23677442
1545,2023/09/01,15540,500,3.32,15110,15720,15040,575416,8925999750,367947448680,23677442
1545,2023/08/31,15040,-120,-0.79,15160,15210,14950,209100,3154445590,356108727680,23677442
1545,2023/08/30,15160,510,3.48,14750,15200,14750,298528,4490710030,358950020720,23677442
1545,2023/08/29,14650,190,1.31,14530,14720,14470,243795,3555508480,346874525300,23677442
1545,2023/08/28,14460,-250,-1.7,14820,14820,14440,328339,4774149960,342375811320,23677442
1545,2023/08/25,14710,-200,-1.34,14880,14910,14560,286004,4199038160,348295171820,23677442
1545,2023/08/24,14910,-20,-0.13,15100,15300,14800,217752,3270009720,353030660220,23677442
1545,2023/08/23,14930,0,0.0,14920,15170,14800,122981,1843682960,353504209060,23677442
1545,2023/08/22,14930,-390,-2.55,15370,15380,14760,311358,4669124440,353504209060,23677442
1545,2023/08/21,15320,450,3.03,15100,15770,15100,283984,4389844030,362738411440,23677442
1545,2023/08/18,14870,-130,-0.87,14810,15310,14560,279180,4180270060,352083562540,23677442
1545,2023/08/17,15000,0,0.0,14800,15080,14630,332820,4958762960,355161630000,23677442
1545,2023/08/16,15000,-950,-5.96,15940,15940,14950,551013,8457249200,355161630000,23677442
1545,2023/08/14,15950,-1670,-9.48,17600,17600,15920,931968,15262480010,377655199900,23677442
1545,2023/08/11,17620,230,1.32,17490,17810,17300,307641,5375182580,417196528040,23677442
1545,2023/08/10,17390,-490,-2.74,17770,17770,17140,393754,6822314130,411750716380,23677442
1545,2023/08/09,17880,-230,-1.27,17900,18280,17750,371987,6652799540,423352662960,23677442
1545,2023/08/08,18110,-350,-1.9,18660,18750,17900,393322,7127556050,428798474620,23677442
1545,2023/08/07,18460,-620,-3.25,19080,19080,18420,300417,5592429480,437085579320,23677442
1545,2023/08/04,19080,-530,-2.7,19790,19790,19050,306096,5887965170,451765593360,23677442
1545,2023/08/03,19610,-200,-1.01,19830,19840,19210,392858,7665529920,464314637620,23677442
1545,2023/08/02,19810,-690,-3.37,20650,21350,19500,1002064,20194220120,469050126020,23677442
1545,2023/08/01,20500,1740,9.28,19050,20500,18900,1325926,26320450030,485387561000,23677442
1545,2023/07/31,18760,280,1.52,18630,18810,17900,531364,9759179150,444188811920,23677442
1545,2023/07/28,18480,-500,-2.63,19050,19280,18210,336871,6250329330,437559128160,23677442
1545,2023/07/27,18980,1010,5.62,18400,19110,18380,429568,8088649970,449397849160,23677442
1545,2023/07/26,17970,-810,-4.31,18810,18830,17710,531399,9608586230,425483632740,23677442
1545,2023/07/25,18780,90,0.48,18700,19290,18600,215581,4060705550,444662360760,23677442
1545,2023/07/24,18690,-250,-1.32,18950,19040,18630,292335,5490970150,442531390980,23677442
