Company,Date,ClosingPrice,Change,ChangeRate,OpeningPrice,HighPrice,LowPrice,Volume,Value,MarketCap,ShareOuts
1618,2024/05/07,120800,-1000,-0.82,122900,124000,119200,50917,6173532700,2755731155200,22812344
1618,2024/05/03,121800,1200,1.0,121900,122000,119600,38494,4640363200,2778543499200,22812344
1618,2024/05/02,120600,-2000,-1.63,121900,124400,119600,52564,6372421900,2751168686400,22812344
1618,2024/04/30,122600,-1600,-1.29,123100,124200,122000,64460,7907546400,2796793374400,22812344
1618,2024/04/29,124200,-900,-0.72,126300,127500,123800,49167,6137824100,2833293124800,22812344
1618,2024/04/26,125100,-2100,-1.65,127200,128200,124800,44598,5602127500,2853824234400,22812344
1618,2024/04/25,127200,2200,1.76,123100,129500,123100,69035,8779793800,2901730156800,22812344
1618,2024/04/24,125000,-100,-0.08,126200,126200,122900,72162,8993097400,2851543000000,22812344
1618,2024/04/23,125100,1600,1.3,123500,125100,120400,51720,6398948900,2853824234400,22812344
1618,2024/04/22,123500,5100,4.31,120800,124300,119200,57537,7042549200,2817324484000,22812344
1618,2024/04/19,118400,-4600,-3.74,120700,121700,117600,70141,8332984900,2700981529600,22812344
1618,2024/04/18,123000,7000,6.03,116800,123200,116000,172346,20707726900,2805918312000,22812344
1618,2024/04/17,116000,2200,1.93,113900,116200,113600,69842,8026249522,2646231904000,22812344
1618,2024/04/16,113800,-5600,-4.69,118300,119300,112600,85509,9781669800,2596044747200,22812344
1618,2024/04/15,119400,1200,1.02,118500,120300,116600,62428,7406500100,2723793873600,22812344
1618,2024/04/12,118200,-5100,-4.14,123100,124500,117800,71897,8613599400,2696419060800,22812344
1618,2024/04/11,123300,5500,4.67,115500,125500,115400,157033,19308772400,2812762015200,22812344
1618,2024/04/09,117800,0,0.0,118700,120400,117000,65587,7796168600,2687294123200,22812344
1618,2024/04/08,117800,-2200,-1.83,118900,119400,114000,82746,9627513300,2687294123200,22812344
1618,2024/04/05,120000,2600,2.21,116300,120000,116000,62962,7495881100,2737481280000,22812344
1618,2024/04/04,117400,-1600,-1.34,119700,120000,116100,41751,4908245900,2678169185600,22812344
1618,2024/04/03,119000,1000,0.85,117000,119200,116600,63056,7459502200,2714668936000,22812344
1618,2024/04/02,118000,-1100,-0.92,117700,118700,115700,59430,6982226700,2691856592000,22812344
1618,2024/04/01,119100,4200,3.66,115900,119600,115600,85636,10109114300,2716950170400,22812344
1618,2024/03/29,114900,-4800,-4.01,119500,119900,114600,109719,12756461100,2621138325600,22812344
1618,2024/03/28,119700,-3300,-2.68,123000,123400,119100,88994,10740232600,2730637576800,22812344
1618,2024/03/27,123000,5900,5.04,117800,123900,117800,178069,21686442100,2805918312000,22812344
1618,2024/03/26,117100,400,0.34,116900,119100,116800,88668,10462541600,2671325482400,22812344
1618,2024/03/25,116700,-1500,-1.27,117300,118200,113700,149251,17310013700,2662200544800,22812344
1618,2024/03/22,118200,-1800,-1.5,121300,123100,118000,152984,18280044400,2696419060800,22812344
1618,2024/03/21,120000,-8700,-6.76,122100,125000,115500,740352,88276760900,2737481280000,22812344
1618,2024/03/20,128700,-700,-0.54,130600,130700,127000,46641,5996397900,2935948672800,22812344
1618,2024/03/19,129400,1500,1.17,126400,134100,126400,138879,18084565900,2951917313600,22812344
1618,2024/03/18,127900,3300,2.65,125800,131900,125000,90085,11572734800,2917698797600,22812344
1618,2024/03/15,124600,-1500,-1.19,122800,126200,120100,100113,12413223600,2842418062400,22812344
1618,2024/03/14,126100,5200,4.3,121600,127200,121500,195471,24456151100,2876636578400,22812344
1618,2024/03/13,120900,-500,-0.41,123000,123100,120400,57733,7004144500,2758012389600,22812344
1618,2024/03/12,121400,-1800,-1.46,123700,125200,120100,120575,14649581900,2769418561600,22812344
1618,2024/03/11,123200,-4400,-3.45,124300,126900,118800,246086,30149119000,2810480780800,22812344
1618,2024/03/08,127600,-2800,-2.15,132300,135900,124300,129731,16525162300,2910855094400,22812344
1618,2024/03/07,130400,-2300,-1.73,131700,133400,129400,79988,10469731500,2974729657600,22812344
1618,2024/03/06,132700,-1400,-1.04,134200,134300,130400,85715,11358810700,3027198048800,22812344
1618,2024/03/05,134100,10100,8.15,125400,139300,124500,274781,37181038200,3059135330400,22812344
1618,2024/03/04,124000,-400,-0.32,125900,126500,123200,105514,13130354300,2828730656000,22812344
1618,2024/02/29,124400,-400,-0.32,124100,125700,121900,95419,11821334000,2837855593600,22812344
1618,2024/02/28,124800,-600,-0.48,126000,126500,123400,70894,8812695900,2846980531200,22812344
1618,2024/02/27,125400,-2900,-2.26,128300,129000,123600,96726,12146523200,2860667937600,22812344
1618,2024/02/26,128300,0,0.0,129300,129500,126900,59908,7690500600,2926823735200,22812344
1618,2024/02/23,128300,-900,-0.7,129000,132600,127200,136717,17767147600,2926823735200,22812344
1618,2024/02/22,129200,-3500,-2.64,132700,132900,127700,127334,16414653700,2947354844800,22812344
1618,2024/02/21,132700,2200,1.69,131600,132900,129400,77588,10201464600,3027198048800,22812344
1618,2024/02/20,130500,-3500,-2.61,134000,134000,128700,122012,15894953200,2977010892000,22812344
1618,2024/02/19,134000,-5300,-3.8,139300,140000,131600,153198,20688539400,3056854096000,22812344
1618,2024/02/16,139300,3500,2.58,137800,139400,136400,75064,10382920700,3177759519200,22812344
1618,2024/02/15,135800,-2800,-2.02,139900,140500,135500,59891,8175120200,3097916315200,22812344
1618,2024/02/14,138600,3700,2.74,133200,140400,131400,102592,14028806500,3161790878400,22812344
1618,2024/02/13,134900,-4200,-3.02,141900,142600,131800,124475,16805451700,3077385205600,22812344
1618,2024/02/08,139100,-6200,-4.27,147100,147500,135100,146222,20665495400,3173197050400,22812344
1618,2024/02/07,145300,2500,1.75,144900,147800,142800,80158,11585885800,3314633583200,22812344
1618,2024/02/06,142800,-300,-0.21,142900,146700,140000,69554,9926638000,3257602723200,22812344
1618,2024/02/05,143100,-5400,-3.64,146000,146500,140000,96853,13972061200,3264446426400,22812344
1618,2024/02/02,148500,11100,8.08,136000,148600,134500,236800,34443280900,3387633084000,22812344
1618,2024/02/01,137400,1600,1.18,135700,138500,134500,145952,20000100700,3134416065600,22812344
1618,2024/01/31,135800,2200,1.65,133000,136600,132900,85465,11538543900,3097916315200,22812344
1618,2024/01/30,133600,-3300,-2.41,137100,139100,133000,82859,11231051100,3047729158400,22812344
1618,2024/01/29,136900,900,0.66,136100,138700,135300,96053,13196696400,3123009893600,22812344
1618,2024/01/26,136000,6400,4.94,130000,136600,129400,154588,20915724400,3102478784000,22812344
1618,2024/01/25,129600,7100,5.8,122500,131400,121500,166402,21285248100,2956479782400,22812344
1618,2024/01/24,122500,-2200,-1.76,125500,125500,121200,43983,5396870300,2794512140000,22812344
1618,2024/01/23,124700,-1300,-1.03,126000,127300,124000,46147,5785094300,2844699296800,22812344
1618,2024/01/22,126000,4100,3.36,123100,128900,122000,88133,11206230700,2874355344000,22812344
1618,2024/01/19,121900,-500,-0.41,123000,124800,119000,93183,11293544700,2780824733600,22812344
1618,2024/01/18,122400,-600,-0.49,122100,124400,122000,34205,4213278500,2792230905600,22812344
1618,2024/01/17,123000,-1100,-0.89,123500,124400,120100,89943,11024282500,2805918312000,22812344
1618,2024/01/16,124100,-1900,-1.51,124800,127800,120200,101585,12645346300,2831011890400,22812344
1618,2024/01/15,126000,-5500,-4.18,131500,132000,125500,131203,16798539600,2874355344000,22812344
1618,2024/01/12,131500,-1000,-0.75,132500,132800,129000,65378,8561688400,2999823236000,22812344
1618,2024/01/11,132500,-500,-0.38,134100,136500,131300,118432,15745003800,3022635580000,22812344
1618,2024/01/10,133000,4600,3.58,129300,134100,128800,125306,16600529500,3034041752000,22812344
1618,2024/01/09,128400,400,0.31,129300,129300,126300,57047,7303660600,2929104969600,22812344
1618,2024/01/08,128000,2900,2.32,125600,128900,124500,90676,11547594200,2919980032000,22812344
1618,2024/01/05,125100,-1100,-0.87,126300,128000,124900,51587,6497373500,2853824234400,22812344
1618,2024/01/04,126200,1100,0.88,125000,128200,123500,80355,10215779500,2878917812800,22812344
1618,2024/01/03,125100,-2800,-2.19,127900,130000,125100,85241,10768193900,2853824234400,22812344
1618,2024/01/02,127900,700,0.55,127100,131400,126900,111937,14521544700,2917698797600,22812344
1618,2023/12/28,127200,-1800,-1.4,128000,129500,126500,79844,10199025600,2901730156800,22812344
1618,2023/12/27,129000,3400,2.71,125600,129600,125300,75777,9739406700,2942792376000,22812344
1618,2023/12/26,125600,-700,-0.55,126700,128400,124300,45760,5748466300,2865230406400,22812344
1618,2023/12/22,126300,2500,2.02,124000,129600,122500,106048,13475165800,2881199047200,22812344
1618,2023/12/21,123800,-1500,-1.2,124300,125300,121000,166202,20412365600,2824168187200,22812344
1618,2023/12/20,125300,8300,7.09,118100,126500,117000,236364,29266560100,2858386703200,22812344
1618,2023/12/19,117000,500,0.43,117000,122000,115400,99972,11712639200,2669044248000,22812344
1618,2023/12/18,116500,-1700,-1.44,118200,118200,115500,117367,13687045600,2657638076000,22812344
1618,2023/12/15,118200,-3600,-2.96,121100,121700,113700,283258,33168082500,2696419060800,22812344
1618,2023/12/14,121800,2000,1.67,122900,123000,118100,173903,20944789100,2778543499200,22812344
1618,2023/12/13,119800,300,0.25,120000,123300,119300,85786,10353106000,2732918811200,22812344
1618,2023/12/12,119500,-1300,-1.08,120800,125200,118700,139623,17008862600,2726075108000,22812344
1618,2023/12/11,120800,2200,1.85,117600,121400,116400,94733,11255017100,2755731155200,22812344
1618,2023/12/08,118600,3100,2.68,116600,121200,115800,217167,25983459100,2705543998400,22812344
1618,2023/12/07,115500,-2000,-1.7,117600,119600,114700,134962,15755518400,2634825732000,22812344
1618,2023/12/06,117500,4000,3.52,114600,119500,113700,192719,22721731600,2680450420000,22812344
1618,2023/12/05,113500,700,0.62,112700,119600,112100,230581,26898797000,2589201044000,22812344
1618,2023/12/04,112800,-1000,-0.88,113100,115400,111000,175801,19858451600,2573232403200,22812344
1618,2023/12/01,113800,700,0.62,114000,121000,112200,406167,47426282700,2596044747200,22812344
1618,2023/11/30,113100,5900,5.5,107200,114700,105500,319834,36060674400,2580076106400,22812344
1618,2023/11/29,107200,4100,3.98,103200,108000,101900,230705,24561459900,2445483276800,22812344
1618,2023/11/28,103100,-400,-0.39,103500,104300,101300,113375,11703226600,2351952666400,22812344
1618,2023/11/27,103500,7700,8.04,95600,103800,95100,219967,22296767100,2361077604000,22812344
1618,2023/11/24,95800,-500,-0.52,96900,97200,95000,84624,8137755900,2185422555200,22812344
1618,2023/11/23,96300,2800,2.99,93000,97200,92400,196841,18899579700,2196828727200,22812344
1618,2023/11/22,93500,1600,1.74,91500,94900,90700,152348,14243209800,2132954164000,22812344
1618,2023/11/21,91900,2000,2.22,90400,92500,88800,113742,10327537400,2096454413600,22812344
1618,2023/11/20,89900,2500,2.86,87400,92900,86500,309613,28122062500,2050829725600,22812344
1618,2023/11/17,87400,8200,10.35,79900,89900,79800,465532,40325085600,1993798865600,22812344
1618,2023/11/16,79200,-500,-0.63,79700,80200,78700,59650,4732685900,1806737644800,22812344
1618,2023/11/15,79700,200,0.25,80900,81300,78800,113333,8996533500,1818143816800,22812344
1618,2023/11/14,79500,300,0.38,79900,81000,79500,48365,3866695400,1813581348000,22812344
1618,2023/11/13,79200,-400,-0.5,80000,80300,78900,40518,3218913100,1806737644800,22812344
1618,2023/11/10,79600,0,0.0,78700,80600,78700,66853,5320915900,1815862582400,22812344
1618,2023/11/09,79600,-900,-1.12,80000,80900,78700,74416,5945387100,1815862582400,22812344
1618,2023/11/08,80500,3000,3.87,78500,81200,77000,117110,9295119400,1836393692000,22812344
1618,2023/11/07,77500,-900,-1.15,77700,78700,77000,74956,5827576200,1767956660000,22812344
1618,2023/11/06,78400,2500,3.29,76800,78400,76300,56413,4387386100,1788487769600,22812344
1618,2023/11/03,75900,0,0.0,76000,77000,74500,48021,3627531700,1731456909600,22812344
1618,2023/11/02,75900,-300,-0.39,76400,76500,75400,49731,3778712200,1731456909600,22812344
1618,2023/11/01,76200,300,0.4,76800,76800,75000,33418,2531378600,1738300612800,22812344
1618,2023/10/31,75900,300,0.4,76300,76800,75500,36674,2789112700,1731456909600,22812344
1618,2023/10/30,75600,1200,1.61,74400,76000,73500,33015,2495184400,1724613206400,22812344
1618,2023/10/27,74400,-700,-0.93,76600,76600,74100,34648,2591614800,1697238393600,22812344
1618,2023/10/26,75100,-1000,-1.31,76400,76400,74500,41743,3146706900,1713207034400,22812344
1618,2023/10/25,76100,700,0.93,75100,76400,75000,42010,3188276500,1736019378400,22812344
1618,2023/10/24,75400,1100,1.48,75000,76200,72600,87128,6478784100,1720050737600,22812344
1618,2023/10/23,74300,-1700,-2.24,75900,75900,73100,25845,1926791300,1694957159200,22812344
1618,2023/10/20,76000,-2100,-2.69,78200,78200,75000,51586,3918612400,1733738144000,22812344
1618,2023/10/19,78100,-1300,-1.64,79300,79300,77600,31445,2458554600,1781644066400,22812344
1618,2023/10/18,79400,1400,1.79,77800,79500,77200,52491,4136937300,1811300113600,22812344
1618,2023/10/17,78000,1300,1.69,77900,78600,76800,34781,2714736000,1779362832000,22812344
1618,2023/10/16,76700,-1900,-2.42,77900,78200,76000,136225,10597136800,1749706784800,22812344
1618,2023/10/13,78600,-700,-0.88,79100,79800,77500,34951,2741205900,1793050238400,22812344
1618,2023/10/12,79300,-1100,-1.37,81300,81300,79000,64674,5133301300,1809018879200,22812344
1618,2023/10/11,80400,-800,-0.99,81000,82400,80300,33266,2693897600,1834112457600,22812344
1618,2023/10/10,81200,-1700,-2.05,83000,84000,80600,45116,3686635000,1852362332800,22812344
1618,2023/10/06,82900,-700,-0.84,84000,84000,82700,34724,2889230900,1891143317600,22812344
1618,2023/10/05,83600,2300,2.83,81200,84100,80700,67039,5564012100,1907111958400,22812344
1618,2023/10/04,81300,500,0.62,80100,82900,79700,68692,5623335700,1854643567200,22812344
1618,2023/09/27,80800,200,0.25,79700,81800,79000,31789,2560398000,1843237395200,22812344
1618,2023/09/26,80600,800,1.0,79200,81400,78600,41008,3310750300,1838674926400,22812344
1618,2023/09/25,79800,-1700,-2.09,81100,81700,79500,28361,2272948000,1820425051200,22812344
1618,2023/09/22,81500,400,0.49,80100,82300,79800,45987,3728601100,1859206036000,22812344
1618,2023/09/21,81100,-1000,-1.22,82800,82800,81000,35067,2860291100,1850081098400,22812344
1618,2023/09/20,82100,-2300,-2.73,83700,84900,81600,57548,4758904400,1872893442400,22812344
1618,2023/09/19,84400,-1200,-1.4,85400,86400,83800,64319,5444896500,1925361833600,22812344
1618,2023/09/18,85600,5800,7.27,79800,86500,79800,225600,18917691200,1952736646400,22812344
1618,2023/09/15,79800,-800,-0.99,80400,80500,79200,64185,5116720700,1820425051200,22812344
1618,2023/09/14,80600,1300,1.64,80000,80700,79300,55400,4453550100,1838674926400,22812344
1618,2023/09/13,79300,-400,-0.5,79500,80200,79100,28438,2264219200,1809018879200,22812344
1618,2023/09/12,79700,-1100,-1.36,81300,82100,79700,30545,2466573900,1818143816800,22812344
1618,2023/09/11,80800,-300,-0.37,81100,81500,80100,32573,2629981200,1843237395200,22812344
1618,2023/09/08,81100,1900,2.4,80200,81400,79200,30816,2486855200,1850081098400,22812344
1618,2023/09/07,79200,-500,-0.63,79300,80500,79000,26128,2081073500,1806737644800,22812344
1618,2023/09/06,79700,-1300,-1.6,80800,81300,79200,47399,3783069700,1818143816800,22812344
1618,2023/09/05,81000,-1500,-1.82,81700,82800,80800,43153,3515870600,1847799864000,22812344
1618,2023/09/04,82500,200,0.24,82500,83000,81200,56550,4663263100,1882018380000,22812344
1618,2023/09/01,82300,3400,4.31,78200,82900,78100,125807,10307310100,1877455911200,22812344
1618,2023/08/31,78900,-500,-0.63,79400,79900,78600,29460,2327196900,1799893941600,22812344
1618,2023/08/30,79400,-1200,-1.49,81400,81400,79300,34374,2742250000,1811300113600,22812344
1618,2023/08/29,80600,-400,-0.49,81100,82200,80400,29817,2420754400,1838674926400,22812344
1618,2023/08/28,81000,2300,2.92,79900,82300,79900,55307,4500970700,1847799864000,22812344
1618,2023/08/25,78700,100,0.13,77800,80100,77800,31754,2515693800,1795331472800,22812344
1618,2023/08/24,78600,-900,-1.13,79700,80000,78400,45532,3603544200,1793050238400,22812344
1618,2023/08/23,79500,300,0.38,78400,80300,78300,36365,2880866100,1813581348000,22812344
1618,2023/08/22,79200,-800,-1.0,79500,80600,78400,47945,3796953100,1806737644800,22812344
1618,2023/08/21,80000,-1100,-1.36,81100,81500,79600,37677,3039957200,1824987520000,22812344
1618,2023/08/18,81100,2200,2.79,77600,81600,77600,85431,6896665500,1850081098400,22812344
1618,2023/08/17,78900,-1900,-2.35,80600,80600,78100,67895,5351052500,1799893941600,22812344
1618,2023/08/16,80800,-500,-0.62,81400,81500,79800,96434,7785620900,1843237395200,22812344
1618,2023/08/14,81300,-1700,-2.05,83100,83300,80800,74704,6112959600,1854643567200,22812344
1618,2023/08/11,83000,2500,3.11,80100,83100,79700,134174,11035887700,1893424552000,22812344
1618,2023/08/10,80500,2200,2.81,78100,80800,78100,79702,6384796700,1836393692000,22812344
1618,2023/08/09,78300,600,0.77,77500,79600,77000,99930,7822932900,1786206535200,22812344
1618,2023/08/08,77700,-3100,-3.84,78400,79200,76300,221927,17257589400,1772519128800,22812344
1618,2023/08/07,80800,-1700,-2.06,81600,81600,77900,172998,13818890800,1843237395200,22812344
1618,2023/08/04,82500,7900,10.59,74700,82600,74600,349188,27645237900,1882018380000,22812344
1618,2023/08/03,74600,1300,1.77,73600,76600,72900,271536,20180144500,1701800862400,22812344
1618,2023/08/02,73300,300,0.41,72900,74200,72900,125972,9257152300,1672144815200,22812344
1618,2023/08/01,73000,1000,1.39,71800,74600,71500,132488,9687698000,1665301112000,22812344
1618,2023/07/31,72000,-1000,-1.37,73300,73900,71800,84872,6128840800,1642488768000,22812344
1618,2023/07/28,73000,-700,-0.95,72600,73400,72400,38308,2791854300,1665301112000,22812344
1618,2023/07/27,73700,2400,3.37,71300,73700,71300,79191,5772700600,1681269752800,22812344
1618,2023/07/26,71300,-2400,-3.26,73200,73600,70200,111592,7931190800,1626520127200,22812344
1618,2023/07/25,73700,-700,-0.94,74000,74500,73200,58818,4335362400,1681269752800,22812344
1618,2023/07/24,74400,-1300,-1.72,75200,75400,73700,80791,5993108600,1697238393600,22812344
1645,2025/07/21,17540,-10,-0.06,17670,17800,17270,203326,3562122220,1466474059100,83607415
1645,2025/07/18,17550,80,0.46,17520,17580,17370,97412,1701043525,1467310133250,83607415
1645,2025/07/17,17470,80,0.46,17560,17560,17250,110866,1928775575,1460621540050,83607415
1645,2025/07/16,17390,-520,-2.9,17820,17910,17390,158782,2778642675,1453932946850,83607415
1645,2025/07/15,17910,-350,-1.92,18400,18400,17820,214761,3851664535,1497408802650,83607415
1645,2025/07/14,18260,820,4.7,17580,18390,17520,546351,9924363990,1526671397900,83607415
1645,2025/07/11,17440,10,0.06,17350,17580,17150,276179,4801733915,1458113317600,83607415
1645,2025/07/10,17430,50,0.29,17360,17450,17220,183588,3183279650,1457277243450,83607415
1645,2025/07/09,17380,220,1.28,17110,17600,17060,199610,3469601970,1453096872700,83607415
1645,2025/07/08,17160,-70,-0.41,17320,17330,16950,206389,3528874390,1434703241400,83607415
1645,2025/07/07,17230,240,1.41,17470,17530,17100,215068,3730652725,1440555760450,83607415
1645,2025/07/04,16990,-370,-2.13,17360,17390,16800,160571,2733483445,1420489980850,83607415
1645,2025/07/03,17360,40,0.23,17350,17500,17070,270596,4673508965,1451424724400,83607415
1645,2025/07/02,17320,230,1.35,17100,17400,16920,182109,3130333665,1448080427800,83607415
1645,2025/07/01,17090,440,2.64,16650,17220,16520,277083,4707586810,1428850722350,83607415
1645,2025/06/30,16650,40,0.24,16610,16890,16550,186518,3103819105,1392063459750,83607415
1645,2025/06/27,16610,-60,-0.36,16680,16710,16440,144163,2394904770,1388719163150,83607415
1645,2025/06/26,16670,-140,-0.83,16980,16980,16450,142826,2372568685,1393735608050,83607415
1645,2025/06/25,16810,-230,-1.35,17050,17080,16800,199992,3381608640,1405440646150,83607415
1645,2025/06/24,17040,80,0.47,17300,17310,16970,240696,4107175120,1424670351600,83607415
1645,2025/06/23,16960,-30,-0.18,16970,17040,16690,219222,3704805885,1417981758400,83607415
1645,2025/06/20,16990,490,2.97,16890,17380,16750,515677,8803809495,1420489980850,83607415
1645,2025/06/19,16500,60,0.36,16600,16950,16400,249913,4150413250,1379522347500,83607415
1645,2025/06/18,16440,170,1.04,16110,16860,16050,326314,5411501725,1374505902600,83607415
1645,2025/06/17,16270,-40,-0.25,16440,16460,16190,339650,5525526270,1360292642050,83607415
1645,2025/06/16,16310,20,0.12,16510,16590,16120,309265,5029173045,1363636938650,83607415
1645,2025/06/13,16290,-880,-5.13,17270,17270,16120,437006,7166511850,1361964790350,83607415
1645,2025/06/12,17170,90,0.53,17080,17340,16950,410814,7040627560,1435539315550,83607415
1645,2025/06/11,17080,-550,-3.12,17470,17550,16960,419108,7206732970,1428014648200,83607415
1645,2025/06/10,17630,-20,-0.11,17710,17750,17190,535870,9356453645,1473998726450,83607415
1645,2025/06/09,17650,2110,13.58,15660,17710,15650,1377083,23561109745,1475670874750,83607415
1645,2025/06/05,15540,150,0.97,15240,15600,15240,195614,3034749240,1299259229100,83607415
1645,2025/06/04,15390,440,2.94,14980,15590,14980,252316,3890153225,1286718116850,83607415
1645,2025/06/02,14950,-390,-2.54,15160,15330,14750,169002,2521523690,1249930854250,83607415
1645,2025/05/30,15340,110,0.72,15270,15650,15240,275605,4245160555,1282537746100,83607415
1645,2025/05/29,15230,10,0.07,15220,15280,15080,183621,2791270240,1273340930450,83607415
1645,2025/05/28,15220,420,2.84,14750,15260,14660,391216,5916555285,1272504856300,83607415
1645,2025/05/27,14800,500,3.5,14190,14900,14160,299458,4382506475,1237389742000,83607415
1645,2025/05/26,14300,600,4.38,13760,14340,13710,208330,2939847475,1195586034500,83607415
1645,2025/05/23,13700,70,0.51,13600,13740,13555,65278,892435180,1145421585500,83607415
1645,2025/05/22,13630,10,0.07,13610,13840,13540,106723,1460396630,1139569066450,83607415
1645,2025/05/21,13620,-290,-2.08,13910,13910,13600,213619,2937028245,1138732992300,83607415
1645,2025/05/20,13910,100,0.72,13900,13950,13760,122454,1696541510,1162979142650,83607415
1645,2025/05/19,13810,-50,-0.36,13860,13990,13720,133274,1838893130,1154618401150,83607415
1645,2025/05/16,13860,-240,-1.7,14190,14200,13840,132970,1851270805,1158798771900,83607415
1645,2025/05/15,14100,-130,-0.91,14170,14340,14100,72994,1032750980,1178864551500,83607415
1645,2025/05/14,14230,60,0.42,14230,14350,14140,74808,1066978665,1189733515450,83607415
1645,2025/05/13,14170,-250,-1.73,14280,14460,14170,121248,1732812050,1184717070550,83607415
1645,2025/05/12,14420,370,2.63,14190,14500,13980,245368,3507224180,1205618924300,83607415
1645,2025/05/09,14050,-710,-4.81,14660,14780,14000,407776,5795145265,1174684180750,83607415
1645,2025/05/08,14760,-50,-0.34,14750,14910,14690,138649,2050681090,1234045445400,83607415
1645,2025/05/07,14810,180,1.23,14760,14960,14580,233887,3472590215,1238225816150,83607415
1645,2025/05/02,14630,-170,-1.15,14660,14800,14400,92950,1356172860,1223176481450,83607415
1645,2025/04/30,14800,190,1.3,14560,14860,14510,163436,2407769280,1237389742000,83607415
1645,2025/04/29,14610,60,0.41,14460,14630,14460,101378,1476734070,1221504333150,83607415
1645,2025/04/28,14550,70,0.48,14480,14650,14380,84634,1233605550,1216487888250,83607415
1645,2025/04/25,14480,180,1.26,14330,14530,14310,131317,1901155925,1210635369200,83607415
1645,2025/04/24,14300,-90,-0.63,14350,14450,14250,80019,1145293970,1195586034500,83607415
1645,2025/04/23,14390,430,3.08,14010,14470,14000,189113,2701329445,1203110701850,83607415
1645,2025/04/22,13960,-40,-0.29,14000,14080,13930,122624,1715190795,1167159513400,83607415
1645,2025/04/21,14000,-90,-0.64,14100,14110,13850,146814,2046767290,1170503810000,83607415
1645,2025/04/18,14090,-120,-0.84,14220,14220,14060,97934,1381616260,1178028477350,83607415
1645,2025/04/17,14210,-30,-0.21,14230,14280,14120,69034,982311770,1188061367150,83607415
1645,2025/04/16,14240,-10,-0.07,14200,14250,14050,126727,1792607235,1190569589600,83607415
1645,2025/04/15,14250,20,0.14,14110,14420,14110,132173,1890984775,1191405663750,83607415
1645,2025/04/14,14230,60,0.42,14040,14300,14040,121045,1719031675,1189733515450,83607415
1645,2025/04/11,14170,-40,-0.28,14050,14200,13970,128332,1808440880,1184717070550,83607415
1645,2025/04/10,14210,280,2.01,14160,14230,13880,276698,3880450200,1188061367150,83607415
1645,2025/04/09,13930,-390,-2.72,14010,14190,13590,123507,1719225720,1164651290950,83607415
1645,2025/04/08,14320,180,1.27,14300,14410,14010,162166,2306426090,1197258182800,83607415
1645,2025/04/07,14140,-400,-2.75,14060,14280,13710,294054,4150722650,1182208848100,83607415
1645,2025/04/04,14540,990,7.31,13360,14570,13350,354740,5012594250,1215651814100,83607415
1645,2025/04/03,13550,-150,-1.09,13550,13640,13350,176843,2389879625,1132880473250,83607415
1645,2025/04/02,13700,-290,-2.07,13990,14040,13650,249003,3420255785,1145421585500,83607415
1645,2025/04/01,13990,-270,-1.89,14160,14370,13970,283932,3994899355,1169667735850,83607415
1645,2025/03/31,14260,-420,-2.86,14510,14690,14150,202113,2884571215,1192241737900,83607415
1645,2025/03/28,14680,-140,-0.94,14900,14910,14640,65808,967948685,1227356852200,83607415
1645,2025/03/27,14820,-140,-0.94,14900,14990,14800,73442,1093830730,1239061890300,83607415
1645,2025/03/26,14960,70,0.47,14910,14990,14840,76382,1140215435,1250766928400,83607415
1645,2025/03/25,14890,-110,-0.73,14920,15010,14720,137244,2033704390,1244914409350,83607415
1645,2025/03/24,15000,-140,-0.92,15170,15250,14870,146637,2204742725,1254111225000,83607415
1645,2025/03/21,15140,490,3.34,14650,15140,14620,308305,4611920795,1265816263100,83607415
1645,2025/03/20,14650,20,0.14,14680,14780,14640,128353,1888421790,1224848629750,83607415
1645,2025/03/19,14630,20,0.14,14610,14670,14560,151612,2213643940,1223176481450,83607415
1645,2025/03/18,14610,-90,-0.61,14760,14760,14540,206837,3022058715,1221504333150,83607415
1645,2025/03/17,14700,-40,-0.27,14800,14850,14670,126691,1863932440,1229029000500,83607415
1645,2025/03/14,14740,-120,-0.81,14860,14900,14730,129654,1913803300,1232373297100,83607415
1645,2025/03/13,14860,60,0.41,14800,14910,14750,139459,2068926265,1242406186900,83607415
1645,2025/03/12,14800,-210,-1.4,14950,15040,14760,183698,2726585545,1237389742000,83607415
1645,2025/03/11,15010,-190,-1.25,15100,15180,14950,119847,1802033230,1254947299150,83607415
1645,2025/03/10,15200,270,1.81,14930,15290,14840,151831,2295855025,1270832708000,83607415
1645,2025/03/07,14930,0,0.0,14930,15170,14810,142077,2133388005,1248258705950,83607415
1645,2025/03/06,14930,160,1.08,14790,15030,14770,158900,2369456495,1248258705950,83607415
1645,2025/03/05,14770,-30,-0.2,14800,15070,14740,180355,2675690795,1234881519550,83607415
1645,2025/03/04,14800,-180,-1.2,15000,15120,14750,153576,2277754360,1237389742000,83607415
1645,2025/02/28,14980,-540,-3.48,15380,15470,14980,228805,3469443600,1252439076700,83607415
1645,2025/02/27,15520,-350,-2.21,15530,15580,15310,259242,3999929320,1297587080800,83607415
1645,2025/02/26,15870,20,0.13,15970,15970,15600,169499,2662087550,1326849676050,83607415
1645,2025/02/25,15850,-100,-0.63,15790,16090,15720,164225,2605336880,1325177527750,83607415
1645,2025/02/24,15950,-40,-0.25,15870,16000,15730,109399,1744311930,1333538269250,83607415
1645,2025/02/21,15990,140,0.88,15860,16090,15740,189154,3022242280,1336882565850,83607415
